tilaaja_taso_0	tilaaja_taso_1	tilaaja_taso_2	tilaaja_taso_3	VSSHP_boolean	custorg0	custorg1	custorg2	custorg3
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/09-gastroenterologinen vo	1	KO-HTR      	KO-LAS      	412         	412/09      
TYKS	Kantasairaala	412-lasten kir. osasto	412/09-gastroenterologinen vo	1	TYKS        	KANTA       	412         	412/09      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/12-päiväkirurgia	1	TYKS        	TYKSU       	412         	412/12      
TYKS	Kantasairaala	412-lasten kir. osasto	412/12-päiväkirurgia	1	TYKS        	KANTA       	412         	412/12      
TYKS	Kantasairaala	412-lasten kir. osasto	412/22-tutkimuspotilaat	1	TYKS        	KANTA       	412         	412/22      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/56-uropehmytkudos vo	1	KO-HTR      	KO-LAS      	412         	412/56      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/57-urol.eval.	1	TYKS        	TYKSU       	412         	412/57      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/57-urol.eval.	1	KO-HTR      	KO-LAS      	412         	412/57      
TYKS	Kantasairaala	412-lasten kir. osasto	412/58-lasten urol. tutk.	1	TYKS        	KANTA       	412         	412/58      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/58-lasten urol. tutk.	1	TYKS        	TYKSU       	412         	412/58      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/58-lasten urol. tutk.	1	KO-HTR      	KO-LAS      	412         	412/58      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/60-urologinen vo	1	TYKS        	TYKSU       	412         	412/60      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/60-urologinen vo	1	KO-HTR      	KO-LAS      	412         	412/60      
TYKS	Kantasairaala	412-lasten kir. osasto	412/60-urologinen vo	1	TYKS        	KANTA       	412         	412/60      
TYKS	Kantasairaala	412-lasten kir. osasto	412/61-urologinen vo	1	TYKS        	KANTA       	412         	412/61      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/61-urologinen vo	1	KO-HTR      	KO-LAS      	412         	412/61      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/61-urologinen vo	1	TYKS        	TYKSU       	412         	412/61      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/62-erikoislääkärin vo	1	TYKS        	TYKSU       	412         	412/62      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/62-erikoislääkärin vo	1	KO-HTR      	KO-LAS      	412         	412/62      
TYKS	Kantasairaala	412-lasten kir. osasto	412/62-erikoislääkärin vo	1	TYKS        	KANTA       	412         	412/62      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/64-ortopedinen vo	1	KO-HTR      	KO-LAS      	412         	412/64      
TYKS	Kantasairaala	412-lasten kir. osasto	412/64-ortopedinen vo	1	TYKS        	KANTA       	412         	412/64      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/64-ortopedinen vo	1	TYKS        	TYKSU       	412         	412/64      
TYKS	Kantasairaala	412-lasten kir. osasto	412/67-yhteispkl	1	TYKS        	KANTA       	412         	412/67      
TYKS	Kantasairaala	412-lasten kir. osasto	412/69-ortopedinen pkl	1	TYKS        	KANTA       	412         	412/69      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/69-ortopedinen pkl	1	TYKS        	TYKSU       	412         	412/69      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/69-ortopedinen pkl	1	KO-HTR      	KO-LAS      	412         	412/69      
TYKS	Kantasairaala	412-lasten kir. osasto	412/70-ortopedinen pkl	1	TYKS        	KANTA       	412         	412/70      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/70-ortopedinen pkl	1	TYKS        	TYKSU       	412         	412/70      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/70-ortopedinen pkl	1	KO-HTR      	KO-LAS      	412         	412/70      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/80-diabeetikot	1	TYKS        	TYKSU       	412         	412/80      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/80-diabeetikot	1	KO-HTR      	KO-LAS      	412         	412/80      
TYKS	Kantasairaala	412-lasten kir. osasto	412/80-diabeetikot	1	TYKS        	KANTA       	412         	412/80      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/81-näyttöpkl	1	TYKS        	TYKSU       	412         	412/81      
TYKS	Kantasairaala	412-lasten kir. osasto	412/81-näyttöpkl	1	TYKS        	KANTA       	412         	412/81      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/81-näyttöpkl	1	KO-HTR      	KO-LAS      	412         	412/81      
TYKS	Kantasairaala	412-lasten kir. osasto	412/82-pediatrisen hoitajan vo	1	TYKS        	KANTA       	412         	412/82      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/82-pediatrisen hoitajan vo	1	TYKS        	TYKSU       	412         	412/82      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	412-lasten kir. osasto	412/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	412         	412/OM      
TYKS	Kantasairaala	412-lasten kir. osasto	412/OM-omaistutkimukset	1	TYKS        	KANTA       	412         	412/OM      
TYKS	TYKS/U-sairaala	412-lasten kir. osasto	412/OM-omaistutkimukset	1	TYKS        	TYKSU       	412         	412/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	413-keskosten osasto	413-vastasynt. & keskosten os	1	KO-HTR      	KO-LAS      	413         	413         
TYKS	TYKS/U-sairaala	413-keskosten osasto	413-vastasynt. & keskosten os	1	TYKS        	TYKSU       	413         	413         
TYKS	Kantasairaala	413-keskosten osasto	413-vastasynt. & keskosten os	1	TYKS        	KANTA       	413         	413         
TYKS	Kantasairaala	413-keskosten osasto	413/16-vastasyntyneiden vo	1	TYKS        	KANTA       	413         	413/16      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	413-keskosten osasto	413/16-vastasyntyneiden vo	1	KO-HTR      	KO-LAS      	413         	413/16      
TYKS	TYKS/U-sairaala	413-keskosten osasto	413/16-vastasyntyneiden vo	1	TYKS        	TYKSU       	413         	413/16      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	413-keskosten osasto	413/40-keskolan teho	1	KO-HTR      	KO-LAS      	413         	413/40      
TYKS	Kantasairaala	413-keskosten osasto	413/40-keskolan teho	1	TYKS        	KANTA       	413         	413/40      
TYKS	TYKS/U-sairaala	413-keskosten osasto	413/40-keskolan teho	1	TYKS        	TYKSU       	413         	413/40      
TYKS	TYKS/U-sairaala	413-keskosten osasto	413/43-osastolla näyttäjät	1	TYKS        	TYKSU       	413         	413/43      
TYKS	Kantasairaala	413-keskosten osasto	413/43-osastolla näyttäjät	1	TYKS        	KANTA       	413         	413/43      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	413-keskosten osasto	413/43-osastolla näyttäjät	1	KO-HTR      	KO-LAS      	413         	413/43      
TYKS	Kantasairaala	413-keskosten osasto	413/OM-omaistutkimukset	1	TYKS        	KANTA       	413         	413/OM      
TYKS	TYKS/U-sairaala	413-keskosten osasto	413/OM-omaistutkimukset	1	TYKS        	TYKSU       	413         	413/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	413-keskosten osasto	413/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	413         	413/OM      
TYKS	TYKS/U-sairaala	414-lasten teho	414-lasten tehohoidon os	1	TYKS        	TYKSU       	414         	414         
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	414-lasten teho	414-lasten tehohoidon os	1	KO-HTR      	KO-LAS      	414         	414         
TYKS	Kantasairaala	414-lasten teho	414-lasten tehohoidon os	1	TYKS        	KANTA       	414         	414         
TYKS	Kantasairaala	414-lasten teho	414/02-elinsiirtopkl	1	TYKS        	KANTA       	414         	414/02      
TYKS	TYKS/U-sairaala	414-lasten teho	414/02-elinsiirtopkl	1	TYKS        	TYKSU       	414         	414/02      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	414-lasten teho	414/02-elinsiirtopkl	1	KO-HTR      	KO-LAS      	414         	414/02      
TYKS	Kantasairaala	414-lasten teho	414/03-tehon pkl-käynnit	1	TYKS        	KANTA       	414         	414/03      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	414-lasten teho	414/10-munuaispkl	1	KO-HTR      	KO-LAS      	414         	414/10      
TYKS	TYKS/U-sairaala	414-lasten teho	414/10-munuaispkl	1	TYKS        	TYKSU       	414         	414/10      
TYKS	Kantasairaala	414-lasten teho	414/10-munuaispkl	1	TYKS        	KANTA       	414         	414/10      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	414-lasten teho	414/78-lastenneurologia	1	KO-HTR      	KO-LAS      	414         	414/78      
TYKS	TYKS/U-sairaala	414-lasten teho	414/OM-omaistutkimukset	1	TYKS        	TYKSU       	414         	414/OM      
TYKS	Kantasairaala	414-lasten teho	414/OM-omaistutkimukset	1	TYKS        	KANTA       	414         	414/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	414-lasten teho	414/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	414         	414/OM      
TYKS	Kantasairaala	415-infektio-osasto	415-lasten infektio-os	1	TYKS        	KANTA       	415         	415         
TYKS	TYKS/U-sairaala	415-infektio-osasto	415-lasten infektio-os	1	TYKS        	TYKSU       	415         	415         
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415-lasten infektio-os	1	KO-HTR      	KO-LAS      	415         	415         
TYKS	Kantasairaala	415-infektio-osasto	415/01-altistus	1	TYKS        	KANTA       	415         	415/01      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/02-keuhkopotilaat	1	KO-HTR      	KO-LAS      	415         	415/02      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/03-infektiopotilaat	1	TYKS        	TYKSU       	415         	415/03      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/03-infektiopotilaat	1	KO-HTR      	KO-LAS      	415         	415/03      
TYKS	Kantasairaala	415-infektio-osasto	415/03-infektiopotilaat	1	TYKS        	KANTA       	415         	415/03      
TYKS	Kantasairaala	415-infektio-osasto	415/04-tiedepotilaat	1	TYKS        	KANTA       	415         	415/04      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/05-tutkimuspotilaat	1	TYKS        	TYKSU       	415         	415/05      
TYKS	Kantasairaala	415-infektio-osasto	415/08-hoitajan vo	1	TYKS        	KANTA       	415         	415/08      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/08-hoitajan vo	1	KO-HTR      	KO-LAS      	415         	415/08      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/08-hoitajan vo	1	TYKS        	TYKSU       	415         	415/08      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/10-lasten obstr.bronk.vo	1	KO-HTR      	KO-LAS      	415         	415/10      
TYKS	Kantasairaala	415-infektio-osasto	415/10-lasten obstr.bronk.vo	1	TYKS        	KANTA       	415         	415/10      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/10-lasten obstr.bronk.vo	1	TYKS        	TYKSU       	415         	415/10      
TYKS	Kantasairaala	415-infektio-osasto	415/11-vinku II	1	TYKS        	KANTA       	415         	415/11      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/11-vinku II	1	KO-HTR      	KO-LAS      	415         	415/11      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/11-vinku II	1	TYKS        	TYKSU       	415         	415/11      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/13-infektiopkl	1	KO-HTR      	KO-LAS      	415         	415/13      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/41-kystinen fibroosi	1	KO-HTR      	KO-LAS      	415         	415/41      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/42-tubin torjunta	1	KO-HTR      	KO-LAS      	415         	415/42      
TYKS	Kantasairaala	415-infektio-osasto	415/45-osastolla näyttäjät	1	TYKS        	KANTA       	415         	415/45      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/45-osastolla näyttäjät	1	KO-HTR      	KO-LAS      	415         	415/45      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/45-osastolla näyttäjät	1	TYKS        	TYKSU       	415         	415/45      
TYKS	Kantasairaala	415-infektio-osasto	415/99	1	TYKS        	KANTA       	415         	415/99      
TYKS	TYKS/U-sairaala	415-infektio-osasto	415/OM-omaistutkimukset	1	TYKS        	TYKSU       	415         	415/OM      
TYKS	Kantasairaala	415-infektio-osasto	415/OM-omaistutkimukset	1	TYKS        	KANTA       	415         	415/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	415-infektio-osasto	415/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	415         	415/OM      
TYKS	Kantasairaala	416-lastenosasto	416-lasten os	1	TYKS        	KANTA       	416         	416         
TYKS	TYKS/U-sairaala	416-lastenosasto	416-lasten os	1	TYKS        	TYKSU       	416         	416         
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	416-lastenosasto	416-lasten os	1	KO-HTR      	KO-LAS      	416         	416         
TYKS	Kantasairaala	416-lastenosasto	416/02-hematologian vo	1	TYKS        	KANTA       	416         	416/02      
TYKS	TYKS/U-sairaala	416-lastenosasto	416/02-hematologian vo	1	TYKS        	TYKSU       	416         	416/02      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	416-lastenosasto	416/02-hematologian vo	1	KO-HTR      	KO-LAS      	416         	416/02      
TYKS	Kantasairaala	416-lastenosasto	416/03-tiedevo	1	TYKS        	KANTA       	416         	416/03      
TYKS	TYKS/U-sairaala	416-lastenosasto	416/03-tiedevo	1	TYKS        	TYKSU       	416         	416/03      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	416-lastenosasto	416/03-tiedevo	1	KO-HTR      	KO-LAS      	416         	416/03      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	416-lastenosasto	416/46-osastolla näyttäjät	1	KO-HTR      	KO-LAS      	416         	416/46      
TYKS	TYKS/U-sairaala	416-lastenosasto	416/46-osastolla näyttäjät	1	TYKS        	TYKSU       	416         	416/46      
TYKS	Kantasairaala	416-lastenosasto	416/46-osastolla näyttäjät	1	TYKS        	KANTA       	416         	416/46      
TYKS	TYKS/U-sairaala	416-lastenosasto	416/OM-omaistutkimukset	1	TYKS        	TYKSU       	416         	416/OM      
TYKS	Kantasairaala	416-lastenosasto	416/OM-omaistutkimukset	1	TYKS        	KANTA       	416         	416/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	416-lastenosasto	416/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	416         	416/OM      
TYKS	TYKS/U-sairaala	417-lasten neur. osasto	417-lasten os	1	TYKS        	TYKSU       	417         	417         
TYKS	Kantasairaala	417-lasten neur. osasto	417-lasten os	1	TYKS        	KANTA       	417         	417         
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	417-lasten neur. osasto	417-lasten os	1	KO-HTR      	KO-LAS      	417         	417         
TYKS	Kantasairaala	417-lasten neur. osasto	417/02-kuntoutus vo	1	TYKS        	KANTA       	417         	417/02      
TYKS	TYKS/U-sairaala	417-lasten neur. osasto	417/04-eval vo	1	TYKS        	TYKSU       	417         	417/04      
TYKS	Kantasairaala	417-lasten neur. osasto	417/04-eval vo	1	TYKS        	KANTA       	417         	417/04      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	417-lasten neur. osasto	417/07-el konsultaatiot	1	KO-HTR      	KO-LAS      	417         	417/07      
TYKS	TYKS/U-sairaala	417-lasten neur. osasto	417/07-el konsultaatiot	1	TYKS        	TYKSU       	417         	417/07      
TYKS	Kantasairaala	417-lasten neur. osasto	417/07-el konsultaatiot	1	TYKS        	KANTA       	417         	417/07      
TYKS	Kantasairaala	417-lasten neur. osasto	417/09-PS-tut-hoit	1	TYKS        	KANTA       	417         	417/09      
TYKS	TYKS/U-sairaala	417-lasten neur. osasto	417/09-PS-tut-hoit	1	TYKS        	TYKSU       	417         	417/09      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	417-lasten neur. osasto	417/09-PS-tut-hoit	1	KO-HTR      	KO-LAS      	417         	417/09      
TYKS	Kantasairaala	417-lasten neur. osasto	417/OM-omaistutkimukset	1	TYKS        	KANTA       	417         	417/OM      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	417-lasten neur. osasto	417/OM-omaistutkimukset	1	KO-HTR      	KO-LAS      	417         	417/OM      
TYKS	TYKS/U-sairaala	417-lasten neur. osasto	417/OM-omaistutkimukset	1	TYKS        	TYKSU       	417         	417/OM      
TYKS	TYKS/U-sairaala	420-lastentautien poli	420-lastentautien pkl	1	TYKS        	TYKSU       	420         	420         
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	420-lastentautien poli	420-lastentautien pkl	1	KO-HTR      	KO-LAS      	420         	420         
TYKS	Kantasairaala	420-lastentautien poli	420-lastentautien pkl	1	TYKS        	KANTA       	420         	420         
TYKS	TYKS/U-sairaala	420-lastentautien poli	420/01-sydänvastaanotto	1	TYKS        	TYKSU       	420         	420/01      
TYKS	Kantasairaala	420-lastentautien poli	420/01-sydänvastaanotto	1	TYKS        	KANTA       	420         	420/01      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	420-lastentautien poli	420/01-sydänvastaanotto	1	KO-HTR      	KO-LAS      	420         	420/01      
TYKS	Kantasairaala	420-lastentautien poli	420/02	1	TYKS        	KANTA       	420         	420/02      
TYKS	Kantasairaala	420-lastentautien poli	420/06-astmavastaanotto	1	TYKS        	KANTA       	420         	420/06      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	420-lastentautien poli	420/06-astmavastaanotto	1	KO-HTR      	KO-LAS      	420         	420/06      
TYKS	TYKS/U-sairaala	420-lastentautien poli	420/06-astmavastaanotto	1	TYKS        	TYKSU       	420         	420/06      
Konservatiivisen hoidon tr	Lastentautien tulosyksikkö	420-lastentautien poli	420/07-diabetesvastaanotto	1	KO-HTR      	KO-LAS      	420         	420/07      
